,time,BlkCnt,PriceBTC,PriceUSD,HashRate,DiffLast,BlkHeight,Reward,BTCGenFrmBlk,totalBTC,btcSupplyOnDate,s2f_ratio_10,s2f_ratio_usd_10,s2f_ratio_463,s2f_ratio_usd_463
2011-09-18 00:00:00.000000000,,,,,,,,,,,7297349.98999999,2.8287084109589,5.565619411319742,0.9011925296185174,0.12769401106323744
2011-09-19 00:00:00.000000000,,,,,,,,,,,7303699.98999999,2.887407832064568,5.955926568451654,0.9042263994428347,0.1291181238602887
2011-09-20 00:00:00.000000000,,,,,,,,,,,7310699.98999999,2.8754020210442683,5.874593199020106,0.9068444329185407,0.1303559071231988
2011-09-21 00:00:00.000000000,,,,,,,,,,,7317999.98999999,2.834746214543424,5.604918633989454,0.9099875143496748,0.13185282397932202
2011-09-22 00:00:00.000000000,,,,,,,,,,,7325399.98999999,2.807290453525265,5.4277614999134975,0.9120368884209539,0.13283528109233045
2011-09-23 00:00:00.000000000,,,,,,,,,,,7332049.98999999,2.8280125750893244,5.5611026908483225,0.9143493236445264,0.13394996159210068
2011-09-24 00:00:00.000000000,,,,,,,,,,,7338499.98999999,2.8654774770868197,5.807946437243057,0.9168080983248602,0.1351423167783253
2011-09-25 00:00:00.000000000,,,,,,,,,,,7345349.98999999,2.9083061019353895,6.099368646122839,0.9191817509551776,0.13630039158500737
2011-09-26 00:00:00.000000000,,,,,,,,,,,7352049.98999999,2.8791832176955423,5.900124860403143,0.9224890009914378,0.13792546416359877
2011-09-27 00:00:00.000000000,,,,,,,,,,,7358699.98999999,2.8839127600019743,5.932168746231111,0.9250118562931751,0.13917415490782092
2011-09-28 00:00:00.000000000,,,,,,,,,,,7366049.98999999,2.910151338956348,6.112148553863855,0.927434977510295,0.14038087959053924
2011-09-29 00:00:00.000000000,,,,,,,,,,,7372299.98999999,2.916929585846076,6.1592541544231505,0.930900554345357,0.14211939778624946
2011-09-30 00:00:00.000000000,,,,,,,,,,,7378399.98999999,2.9585398879019,6.453986023811398,0.9339376362957453,0.14365524917754502
2011-10-01 00:00:00.000000000,,,,,,,,,,,7385549.98999999,2.968070324366523,6.522848945464756,0.9362534748145426,0.1448341135251172
2011-10-02 00:00:00.000000000,,,,,,,,,,,7391599.98999999,3.031659971857795,6.995489690304112,0.9390466051612351,0.14626489040708704
2011-10-03 00:00:00.000000000,,,,,,,,,,,7398849.98999999,3.007156914937245,6.810634960596763,0.9420706096763568,0.14782500652098912
2011-10-04 00:00:00.000000000,,,,,,,,,,,7404449.98999999,3.0485943024499633,7.1252695121040315,0.9447863269022952,0.1492359255398114
2011-10-05 00:00:00.000000000,,,,,,,,,,,7411699.98999999,3.0330439409111043,7.006033703283516,0.9475800831176182,0.15069715514864324
2011-10-06 00:00:00.000000000,,,,,,,,,,,7418099.98999999,3.0495991994441694,7.13302308313756,0.9509061253669957,0.15244975595796414
2011-10-07 00:00:00.000000000,,,,,,,,,,,7424999.98999999,3.040847947271634,7.065697331400172,0.9548845987773094,0.15456474362013714
2011-10-08 00:00:00.000000000,,,,,,,,,,,7430949.98999999,3.109546822297735,7.606291011086649,0.9579276789959609,0.1561962088044552
2011-10-09 00:00:00.000000000,,,,,,,,,,,7437299.98999999,3.1073972560590053,7.588953157813236,0.9620693553346321,0.15843588844449635
2011-10-10 00:00:00.000000000,,,,,,,,,,,7443449.98999999,3.1075779389931832,7.590409438899063,0.9650492226970349,0.16006107908934794
2011-10-11 00:00:00.000000000,,,,,,,,,,,7448099.98999999,3.2349134347316624,8.66601217618849,0.968720201111436,0.16207912410883243
2011-10-12 00:00:00.000000000,,,,,,,,,,,7454099.98999999,3.2401534202739684,8.712421952607508,0.971822160938719,0.16379813002371993
2011-10-13 00:00:00.000000000,,,,,,,,,,,7458949.98999999,3.372848900234764,9.94631543017079,0.974847808391772,0.16548704838732922
2011-10-14 00:00:00.000000000,,,,,,,,,,,7465899.98999999,3.3012472507997326,9.266379413677504,0.9772575573861645,0.166840825225403
2011-10-15 00:00:00.000000000,,,,,,,,,,,7472599.98999999,3.3343230492385856,9.57630194793038,0.9810065710907329,0.16896230645651403
2011-10-16 00:00:00.000000000,,,,,,,,,,,7478549.98999999,3.3620449324132884,9.841563501441955,0.9849100494062606,0.17119109977095245
2011-10-17 00:00:00.000000000,,,,,,,,,,,7484449.98999999,3.421777245757337,10.430454364389636,0.9883228547175298,0.17315644938871555
2011-10-18 00:00:00.000000000,,,,,,,,,,,7490449.98999999,3.421641528721073,10.429089215591496,1.0046947700765558,0.18280378018203292
2011-10-19 00:00:00.000000000,,,,,,,,,,,7497099.98999999,3.4073853438401933,10.286381646979828,1.0220292632027592,0.19342005259502115
2011-10-20 00:00:00.000000000,,,,,,,,,,,7502849.98999999,3.433167284719335,10.545468795421757,1.0366388737735215,0.2026950881355203
2011-10-21 00:00:00.000000000,,,,,,,,,,,7508899.98999999,3.3562094403388563,9.7853054194351,1.0526366450321119,0.2132021132946882
2011-10-22 00:00:00.000000000,,,,,,,,,,,7513799.98999999,3.4208026387645947,10.420653763629819,1.0657268569740945,0.22207721856817877
2011-10-23 00:00:00.000000000,,,,,,,,,,,7519199.98999999,3.3917808173705404,10.13174330122199,1.06926511140399,0.22451962802759712
2011-10-24 00:00:00.000000000,,,,,,,,,,,7525549.98999999,3.4290897771245463,10.504193863041035,1.0725303649455757,0.22679014242523832
2011-10-25 00:00:00.000000000,,,,,,,,,,,7531999.98999999,3.4466122365204512,10.68236737065207,1.0758303486936034,0.2291010167704967
2011-10-26 00:00:00.000000000,,,,,,,,,,,7537849.98999999,3.4551733650580934,10.770180645382135,1.0794947447759553,0.23168625099542123
2011-10-27 00:00:00.000000000,,,,,,,,,,,7542849.98999999,3.5111887736911194,11.357200599698748,1.0841429949488424,0.23499476066763847
2011-10-28 00:00:00.000000000,,,,,,,,,,,7548099.98999999,3.5597191317468377,11.883501437257014,1.08783730203036,0.23764765285264977
2011-10-29 00:00:00.000000000,,,,,,,,,,,7553749.98999999,3.6257722811302227,12.62682716428782,1.091953755323629,0.24062819736401822
2011-10-30 00:00:00.000000000,,,,,,,,,,,7559299.98999999,3.6414089277697514,12.807421387829342,1.095959693002504,0.24355364066892082
2011-10-31 00:00:00.000000000,,,,,,,,,,,7565849.98999999,3.612349208029148,12.473220643758696,1.100929731987092,0.24721748669525231
2011-11-01 00:00:00.000000000,,,,,,,,,,,7573349.98999999,3.4568855411016366,10.787802960986152,1.1060045046118658,0.25099800016174656
2011-11-02 00:00:00.000000000,,,,,,,,,,,7581049.98999999,3.3307272300417448,9.542264009099275,1.108771264198813,0.2530760103472396
2011-11-03 00:00:00.000000000,,,,,,,,,,,7587299.98999999,3.3389384903776786,9.620115504786027,1.1117314303238743,0.25531252590916426
2011-11-04 00:00:00.000000000,,,,,,,,,,,7594649.98999999,3.2937935213022946,9.197515520090603,1.1150098288911103,0.2578055134879338
2011-11-05 00:00:00.000000000,,,,,,,,,,,7601949.98999999,3.2217853054944072,8.550495310477018,1.1183638233705786,0.2603734925574687
2011-11-06 00:00:00.000000000,,,,,,,,,,,7609149.98999999,3.1169445608380295,7.666170286804365,1.1223702583854311,0.2634643144898915
2011-11-07 00:00:00.000000000,,,,,,,,,,,7615749.98999999,3.056870066518843,7.18929884338052,1.1276193869488433,0.26755241003520525
2011-11-08 00:00:00.000000000,,,,,,,,,,,7623199.98999999,2.9798711954002544,6.608824652854069,1.1327327929540913,0.27157711356348124
2011-11-09 00:00:00.000000000,,,,,,,,,,,7631249.98999999,2.878444882766758,5.895133359268533,1.1372398299644033,0.2751593715297167
2011-11-10 00:00:00.000000000,,,,,,,,,,,7638299.98999999,2.8610567476861664,5.778430077469244,1.142518182408334,0.27939639751225814
2011-11-11 00:00:00.000000000,,,,,,,,,,,7644249.98999999,2.9265026914233783,6.226212901589937,1.1473720074831206,0.2833325893669257
2011-11-12 00:00:00.000000000,,,,,,,,,,,7651399.98999999,2.9523809484865264,6.409754647741411,1.1497521694551485,0.2852768231570786
2011-11-13 00:00:00.000000000,,,,,,,,,,,7658599.98999999,2.9154450575419277,6.148915824165473,1.1523594920659341,0.2874172637984336
2011-11-14 00:00:00.000000000,,,,,,,,,,,7665749.98999999,2.9264782343987785,6.226041194421855,1.1563114429578143,0.29068285870427385
2011-11-15 00:00:00.000000000,,,,,,,,,,,7673999.98999999,2.8906676261728403,5.978144778867988,1.1596779290124843,0.29348499222114655
2011-11-16 00:00:00.000000000,,,,,,,,,,,7680749.98999999,2.9115902617280134,6.122127316262017,1.1635123355695578,0.2966994756784512
2011-11-17 00:00:00.000000000,,,,,,,,,,,7687699.98999999,2.899940023037303,6.041659667747172,1.1685721147079338,0.3009786685575829
2011-11-18 00:00:00.000000000,,,,,,,,,,,7694349.98999999,2.935415238883697,6.289005896693225,1.173243114423592,0.3049670730477493
2011-11-19 00:00:00.000000000,,,,,,,,,,,7700499.98999999,3.0191385154047734,6.900594890173774,1.1780101788404285,0.30907533402046283
2011-11-20 00:00:00.000000000,,,,,,,,,,,7707649.98999999,3.01757019288698,6.888772824869975,1.1845210234910541,0.31474849103717506
2011-11-21 00:00:00.000000000,,,,,,,,,,,7713549.98999999,3.0220996619818496,6.922954649079054,1.1891426352033945,0.31881925429673535
2011-11-22 00:00:00.000000000,,,,,,,,,,,7720549.98999999,3.0314880258322647,6.994180461998974,1.1915891930863922,0.3209889922129585
2011-11-23 00:00:00.000000000,,,,,,,,,,,7727249.98999999,3.056440746690076,7.185967385705653,1.1935694712797633,0.3227527280527673
2011-11-24 00:00:00.000000000,,,,,,,,,,,7732899.98999999,3.1276328767123247,7.753263516706819,1.1959887087420837,0.32491657568473886
2011-11-25 00:00:00.000000000,,,,,,,,,,,7739649.98999999,3.2025373201598306,8.383075222689424,1.198139939531651,0.3268491840132543
2011-11-26 00:00:00.000000000,,,,,,,,,,,7745649.98999999,3.2423960951516517,8.732337820518875,1.2023179756999829,0.3306254860898277
2011-11-27 00:00:00.000000000,,,,,,,,,,,7751349.98999999,3.3090639047014343,9.338981485967173,1.205971917671565,0.3339529224219743
2011-11-28 00:00:00.000000000,,,,,,,,,,,7757699.98999999,3.327610249645907,9.512827051539006,1.210650620253638,0.33824753502477606
2011-11-29 00:00:00.000000000,,,,,,,,,,,7764599.98999999,3.2913042506357746,9.174597202646483,1.2152021110561047,0.3424621711010484
2011-11-30 00:00:00.000000000,,,,,,,,,,,7772699.98999999,3.246248929695804,8.766626607907627,1.2194556562703254,0.3464338706772973
2011-12-01 00:00:00.000000000,,,,,,,,,,,7781799.98999999,3.0964122595212964,7.500780790045976,1.2234374298728186,0.3501807943979256
2011-12-02 00:00:00.000000000,,,,,,,,,,,7789099.98999999,3.0856588991137315,7.415161719125735,1.2277916391176047,0.3543104173349665
2011-12-03 00:00:00.000000000,,,,,,,,,,,7796699.98999999,3.0483150349615826,7.123115787201242,1.2308272001410496,0.357209406047828
2011-12-04 00:00:00.000000000,,,,,,,,,,,7803499.98999999,3.0008537351080715,6.763639275324171,1.2340821422590684,0.36033622898661216
2011-12-05 00:00:00.000000000,,,,,,,,,,,7811399.98999999,2.95533387045964,6.430935058705964,1.2367423392088057,0.3629058427941989
2011-12-06 00:00:00.000000000,,,,,,,,,,,7819949.98999999,2.8561182875790445,5.7455807418602385,1.238787143045704,0.3648896793593903
2011-12-07 00:00:00.000000000,,,,,,,,,,,7826849.98999999,2.812791432459399,5.462939060843407,1.2424592086633135,0.3684712135289601
2011-12-08 00:00:00.000000000,,,,,,,,,,,7835049.98999999,2.747766331653838,5.0571500291297795,1.244867394720169,0.37083328573652147
2011-12-09 00:00:00.000000000,,,,,,,,,,,7842399.98999999,2.7343029158009613,4.975839570647024,1.2475114770008053,0.3734388692919259
2011-12-10 00:00:00.000000000,,,,,,,,,,,7849599.98999999,2.769189657445175,5.188435451408279,1.2504584666393204,0.376357955658758
2011-12-11 00:00:00.000000000,,,,,,,,,,,7857199.98999999,2.827586203262959,5.558336343452332,1.2538225552204658,0.37970958753103606
2011-12-12 00:00:00.000000000,,,,,,,,,,,7863549.98999999,2.8663532535396525,5.813806273008569,1.2570754147565137,0.3829701308843376
2011-12-13 00:00:00.000000000,,,,,,,,,,,7870149.98999999,2.9082126467543814,6.098721881819045,1.2600274299427645,0.3859459638400831
2011-12-14 00:00:00.000000000,,,,,,,,,,,7877799.98999999,2.877449801803127,5.8884107880883905,1.2627096039676338,0.3886637182691016
2011-12-15 00:00:00.000000000,,,,,,,,,,,7883399.98999999,2.9723744254185656,6.55411576003561,1.2662103324331737,0.39223091433159063
2011-12-16 00:00:00.000000000,,,,,,,,,,,7889299.98999999,3.0893324470869383,7.444333763119997,1.2686539506194956,0.39473440999005993
2011-12-17 00:00:00.000000000,,,,,,,,,,,7896799.98999999,3.065536044336949,7.256775937156447,1.2719353818084769,0.39811373839742925
2011-12-18 00:00:00.000000000,,,,,,,,,,,7903999.98999999,3.1132545878987115,7.63626175122087,1.2747676460076647,0.4010466676426
2011-12-19 00:00:00.000000000,,,,,,,,,,,7911949.98999999,3.089292217090293,7.444013859891621,1.2779070412139681,0.4043152042873292
2011-12-20 00:00:00.000000000,,,,,,,,,,,7918649.98999999,3.114518956880557,7.646500732881798,1.2812601937709251,0.40782674795163226
2011-12-21 00:00:00.000000000,,,,,,,,,,,7926099.98999999,3.1243215261347554,7.726207801258173,1.2854094032923957,0.4122013072595414
2011-12-22 00:00:00.000000000,,,,,,,,,,,7933499.98999999,3.079910303837375,7.3696715362081076,1.2884757685410546,0.4154551512979144
2011-12-23 00:00:00.000000000,,,,,,,,,,,7940599.98999999,3.060618135858518,7.218429037324138,1.2932700491068945,0.42057836717312114
2011-12-24 00:00:00.000000000,,,,,,,,,,,7947849.98999999,3.0810868909682867,7.3789663112291715,1.297664864115678,0.4253132434366929
2011-12-25 00:00:00.000000000,,,,,,,,,,,7956549.98999999,2.9526119120965513,6.411409524212157,1.3025352758250435,0.4306037770376561
2011-12-26 00:00:00.000000000,,,,,,,,,,,7965399.98999999,2.8402786492178604,5.64109790593461,1.3064445036295973,0.43488326254733656
2011-12-27 00:00:00.000000000,,,,,,,,,,,7972649.98999999,2.8523491714902303,5.720597316535512,1.3106943045993447,0.4395691101394855
2011-12-28 00:00:00.000000000,,,,,,,,,,,7980399.98999999,2.8343971849673637,5.602641598480242,1.313761234332262,0.44297250063607624
2011-12-29 00:00:00.000000000,,,,,,,,,,,7987299.98999999,2.8767850451318466,5.883922800961125,1.3171811224683758,0.44678918096841064
2011-12-30 00:00:00.000000000,,,,,,,,,,,7994399.98999999,2.86401735702337,5.798185902725006,1.3225212359320422,0.45279462652890873
2011-12-31 00:00:00.000000000,,,,,,,,,,,8001949.98999999,2.8629324243053573,5.790940808612977,1.3275218826650734,0.45846910775683025
2012-01-01 00:00:00.000000000,,,,,,,,,,,8009599.98999999,2.8561913812035318,5.746065990091762,1.331799315479436,0.46336209452398797
2012-01-02 00:00:00.000000000,,,,,,,,,,,8017149.98999999,2.8419423208038403,5.6520092121869006,1.3360501767683837,0.4682606269320513
2012-01-03 00:00:00.000000000,,,,,,,,,,,8025099.98999999,2.8187613565633693,5.501294881108839,1.340971973759809,0.47397727427665276
2012-01-04 00:00:00.000000000,,,,,,,,,,,8032549.98999999,2.8682588284066295,5.82657074337333,1.345505148674812,0.47928540714395595
2012-01-05 00:00:00.000000000,,,,,,,,,,,8039899.98999999,2.9292635800312548,6.2456176928650216,1.3484676908835351,0.48277670300023984
2012-01-06 00:00:00.000000000,,,,,,,,,,,8048449.98999999,2.881646000650591,5.916795763807612,1.3504106707098271,0.48507606566119965
2012-01-07 00:00:00.000000000,,,,,,,,,,,8057649.98999999,2.8303054448729847,5.575995540087882,1.3523958191832455,0.4874332033821296
2012-01-08 00:00:00.000000000,,,,,,,,,,,8065799.98999999,2.7876450536602357,5.303421835420079,1.3529293623368024,0.48806808361770393
2012-01-09 00:00:00.000000000,,,,,,,,,,,8073999.98999999,2.751566045983338,5.0802643657546165,1.3541832755709857,0.48956242401810607
2012-01-10 00:00:00.000000000,,,,,,,,,,,8081049.98999999,2.7715740401433906,5.203192639169451,1.3568767017702474,0.49278306813638983
2012-01-11 00:00:00.000000000,,,,,,,,,,,8088699.98999999,2.774223711965083,5.2196260175310165,1.3584537524295652,0.4946756529917813
2012-01-12 00:00:00.000000000,,,,,,,,,,,8096449.98999999,2.7698353711413186,5.1924289552772835,1.3615093802629747,0.49835705398928426
2012-01-13 00:00:00.000000000,,,,,,,,,,,8103449.98999999,2.806199784948113,5.420805715722141,1.3644574610035451,0.5019269403358481
2012-01-14 00:00:00.000000000,,,,,,,,,,,8110949.98999999,2.807013555353645,5.425994981485392,1.3670293551024968,0.505055818689798
2012-01-15 00:00:00.000000000,,,,,,,,,,,8117899.98999999,2.8239901615735827,5.535042972605983,1.3699297045367027,0.5086005646436991
2012-01-16 00:00:00.000000000,,,,,,,,,,,8126649.98999999,2.8197631608450373,5.5077496535127235,1.3728750836991472,0.5122180533350725
2012-01-17 00:00:00.000000000,,,,,,,,,,,8134499.98999999,2.8725768896890367,5.85556748193695,1.3754942804199668,0.5154499576708615
2012-01-18 00:00:00.000000000,,,,,,,,,,,8140899.97299999,2.942488304475852,6.339151989533035,1.3784901440194508,0.519164036786248
2012-01-19 00:00:00.000000000,,,,,,,,,,,8148399.87710466,2.973196435995644,6.5600990500214715,1.3818119156892585,0.5233039167323162
2012-01-20 00:00:00.000000000,,,,,,,,,,,8155649.47198481,2.967830660111882,6.521110984529362,1.386212237132538,0.5288233326016994
2012-01-21 00:00:00.000000000,,,,,,,,,,,8163849.04744397,2.9489154813326457,6.384959973526342,1.389324840930024,0.5327519501020226
2012-01-22 00:00:00.000000000,,,,,,,,,,,8170648.84204106,2.9895415032627604,6.6798643359044885,1.395709709752925,0.5408742855643013
2012-01-23 00:00:00.000000000,,,,,,,,,,,8179148.67363629,2.9328426576058377,6.270835778911762,1.401913544604151,0.5488486113532807
2012-01-24 00:00:00.000000000,,,,,,,,,,,8186097.56325165,2.9570856160720598,6.4435228218843035,1.4079718822927292,0.5567146440160926
2012-01-25 00:00:00.000000000,,,,,,,,,,,8193497.34414703,2.9420106221113933,6.335756608748135,1.4141251945460322,0.5647840751668076
2012-01-26 00:00:00.000000000,,,,,,,,,,,8200396.51861203,3.0190972934169635,6.900283976698625,1.4207575516288857,0.573572626050846
2012-01-27 00:00:00.000000000,,,,,,,,,,,8207445.1514304,3.0552131087854155,7.1764470365526645,1.424636606943188,0.578756702908253
2012-01-28 00:00:00.000000000,,,,,,,,,,,8214692.90088381,3.0224895775352767,6.925902677326525,1.4273302075399361,0.5823756574128061
2012-01-29 00:00:00.000000000,,,,,,,,,,,8223041.75104146,2.9908658568575675,6.689634507358222,1.4303501465475768,0.5864517802326606
2012-01-30 00:00:00.000000000,,,,,,,,,,,8231641.41143302,2.940344106357978,6.323920888813667,1.434326708670186,0.5918493667675035
2012-01-31 00:00:00.000000000,,,,,,,,,,,8239141.34443302,2.970650466710759,6.54157968173922,1.4386462674868485,0.5977516477455032
2012-02-01 00:00:00.000000000,,,,,,,,,,,8246191.10632214,2.9632867781102092,6.4882213815964604,1.4444764046133711,0.6057828819067953
2012-02-02 00:00:00.000000000,,,,,,,,,,,8254140.94315441,2.988124862349789,6.6694243456648294,1.4489949721948752,0.6120588814474169
2012-02-03 00:00:00.000000000,,,,,,,,,,,8262040.7846608,2.953214801887707,6.415730690677176,1.4537508640748709,0.6187133094954509
2012-02-04 00:00:00.000000000,,,,,,,,,,,8269890.75849937,2.9384650652785536,6.310594291136455,1.45867499448098,0.6256560964654619
2012-02-05 00:00:00.000000000,,,,,,,,,,,8276990.75849937,2.933228374622558,6.273557759886326,1.4649247104282426,0.634545853969546
2012-02-06 00:00:00.000000000,,,,,,,,,,,8284290.75849937,2.926146588916621,6.223713113260242,1.4685112065710348,0.6396869336918041
2012-02-07 00:00:00.000000000,,,,,,,,,,,8291140.75599937,2.9439685277770593,6.349681515529648,1.4722019972225489,0.6450077510582106
2012-02-08 00:00:00.000000000,,,,,,,,,,,8298390.75599937,2.989937494501403,6.6827846443618215,1.4757069596098888,0.6500891521433825
2012-02-09 00:00:00.000000000,,,,,,,,,,,8305640.75599937,3.047654321165374,7.1180221358438045,1.4797164708210198,0.6559361727334202
2012-02-10 00:00:00.000000000,,,,,,,,,,,8312540.72339413,3.0753652557071285,7.333843309795734,1.4842614527962152,0.6626082727460452
2012-02-11 00:00:00.000000000,,,,,,,,,,,8320040.61839413,3.0592354325725672,7.20767303637886,1.4892289615726384,0.6699545911990452
2012-02-12 00:00:00.000000000,,,,,,,,,,,8327940.58989413,3.0642537972467645,7.246764094117569,1.4940129862816214,0.6770830381646523
2012-02-13 00:00:00.000000000,,,,,,,,,,,8334790.57589413,3.1114492280195587,7.6216583421526325,1.5000499575697461,0.6861536707440539
2012-02-14 00:00:00.000000000,,,,,,,,,,,8341690.57589413,3.1556117796542194,7.984510225472794,1.5073209941789514,0.6971905210602881
2012-02-15 00:00:00.000000000,,,,,,,,,,,8348390.56808977,3.1760150537763097,8.156144801662627,1.512578185024127,0.7052471706497867
2012-02-16 00:00:00.000000000,,,,,,,,,,,8355290.43575376,3.1967310116446988,8.333023678591642,1.5172544530876086,0.7124678862577907
2012-02-17 00:00:00.000000000,,,,,,,,,,,8362890.41725376,3.165931898338514,8.071006211222972,1.5222456739535486,0.720231605259859
2012-02-18 00:00:00.000000000,,,,,,,,,,,8371440.41725376,3.1123097286584547,7.628616431707028,1.5250253625360106,0.724580804175417
2012-02-19 00:00:00.000000000,,,,,,,,,,,8379340.41725376,3.0875555960669288,7.430213627524444,1.5300542136059097,0.7324955801585695
2012-02-20 00:00:00.000000000,,,,,,,,,,,8386340.41725376,3.0859320659242817,7.417328219641955,1.5366018443346134,0.7428907665607903
2012-02-21 00:00:00.000000000,,,,,,,,,,,8392790.41725376,3.1332913889148455,7.799649666329497,1.5413895540443256,0.750556625315793
2012-02-22 00:00:00.000000000,,,,,,,,,,,8400740.41725376,3.1341112220004,7.806386322252879,1.5454623135777632,0.7571209932491612
2012-02-23 00:00:00.000000000,,,,,,,,,,,8409040.41725376,3.0754331935984447,7.334377962735577,1.5512581496614493,0.7665314112882299
2012-02-24 00:00:00.000000000,,,,,,,,,,,8416490.41725376,3.0553469590118616,7.17748461969204,1.557790775364948,0.7772354966864962
2012-02-25 00:00:00.000000000,,,,,,,,,,,8424740.41725376,2.99572339391874,6.725555347176415,1.5599995695725648,0.780878174044327
2012-02-26 00:00:00.000000000,,,,,,,,,,,8432240.41075376,2.9748166485171446,6.57190347564702,1.5612443699224092,0.782936295162305
2012-02-27 00:00:00.000000000,,,,,,,,,,,8439940.41075376,2.9736574267746074,6.563456197400728,1.5633039630468173,0.7863498717449836
2012-02-28 00:00:00.000000000,,,,,,,,,,,8447940.41075376,2.998098711989468,6.74316935215161,1.5661006147040903,0.7910016386458923
2012-02-29 00:00:00.000000000,,,,,,,,,,,8456890.41075376,2.9602964484544683,6.466639916920757,1.5676407727035553,0.7935716085403833
2012-03-01 00:00:00.000000000,,,,,,,,,,,8464440.41075376,2.9419048691423373,6.335005084833399,1.5711487348385644,0.7994468492468981
2012-03-02 00:00:00.000000000,,,,,,,,,,,8471140.41075376,2.9347732298970106,6.284467961721043,1.5751637928045714,0.8062085181957678
2012-03-03 00:00:00.000000000,,,,,,,,,,,8476790.38925376,3.0263952195220414,6.955480295396362,1.5801134923499272,0.8145989274781615
2012-03-04 00:00:00.000000000,,,,,,,,,,,8483640.38015376,3.0882678758792976,7.435871671298287,1.5840401568565428,0.8212982977719303
2012-03-05 00:00:00.000000000,,,,,,,,,,,8490890.38015376,3.099313085207177,7.52399484972264,1.5874998926443513,0.8272327700621733
2012-03-06 00:00:00.000000000,,,,,,,,,,,8497740.32815376,3.1618505160690846,8.03672127436131,1.5925350960968714,0.8359229423604371
2012-03-07 00:00:00.000000000,,,,,,,,,,,8505440.32815376,3.1560183867930753,7.987905837041868,1.5969528393490546,0.8435996775347065
2012-03-08 00:00:00.000000000,,,,,,,,,,,8513240.32815376,3.15459078716839,7.975988263367895,1.6007999020056767,0.8503246459919314
2012-03-09 00:00:00.000000000,,,,,,,,,,,8521640.32815376,3.1404434411541917,7.858555536904302,1.6043943554582818,0.8566417148350199
2012-03-10 00:00:00.000000000,,,,,,,,,,,8529890.32815376,3.173916299416084,8.138372328801221,1.6080930804909217,0.863176105496453
2012-03-11 00:00:00.000000000,,,,,,,,,,,8536590.32815376,3.2141752251951483,8.484026523582052,1.6139926055440195,0.8736703342586324
2012-03-12 00:00:00.000000000,,,,,,,,,,,8544890.32815376,3.1469328622026618,7.912271501958934,1.6196012759340006,0.8837293297936488
2012-03-13 00:00:00.000000000,,,,,,,,,,,8552890.32815376,3.051787372490208,7.149926900560194,1.625428105485744,0.8942647854545003
2012-03-14 00:00:00.000000000,,,,,,,,,,,8559740.32815376,3.054253119408961,7.169008433143991,1.6316911565992698,0.905686245669454
2012-03-15 00:00:00.000000000,,,,,,,,,,,8565790.32815376,3.1058383872689217,7.576396963493282,1.6382829693129188,0.9178166456576372
2012-03-16 00:00:00.000000000,,,,,,,,,,,8573440.32815376,3.07549278085947,7.334846920822095,1.6436056294734958,0.9276937941616112
2012-03-17 00:00:00.000000000,,,,,,,,,,,8581940.32815376,3.046088397583941,7.105960075523701,1.6455954298934126,0.9314051707315381
2012-03-18 00:00:00.000000000,,,,,,,,,,,8589940.32815376,3.0409316955059773,7.066339521609214,1.6488976276682856,0.9375872493710103
2012-03-19 00:00:00.000000000,,,,,,,,,,,8597090.32815376,3.0943618029371747,7.4844020137309375,1.6524208447654467,0.9442145729695343
2012-03-20 00:00:00.000000000,,,,,,,,,,,8605090.32815376,3.1076545934690176,7.591027322901535,1.654395164220559,0.947942591218538
2012-03-21 00:00:00.000000000,,,,,,,,,,,8612990.32815376,3.061245904093007,7.223316115180948,1.6575878484939632,0.9539928821782417
2012-03-22 00:00:00.000000000,,,,,,,,,,,8620890.32815376,3.080349793854996,7.373142453655871,1.6617627946128253,0.9619451477611568
2012-03-23 00:00:00.000000000,,,,,,,,,,,8627190.32815376,3.153778767364354,7.969215070037846,1.6657518676776222,0.969586420584795
2012-03-24 00:00:00.000000000,,,,,,,,,,,8636390.32815376,3.0595359901898003,7.210010112848347,1.6681722777780403,0.9742434037578392
2012-03-25 00:00:00.000000000,,,,,,,,,,,8644240.32815376,2.991449166000073,6.693940919404962,1.6709991366525312,0.979702123274681
2012-03-26 00:00:00.000000000,,,,,,,,,,,8651790.32815376,2.9979422605462873,6.742008209468168,1.6748684520844441,0.9872083556448576
2012-03-27 00:00:00.000000000,,,,,,,,,,,8659590.32815376,3.027967196730591,6.96740976315613,1.677640552829272,0.9926106408018242
2012-03-28 00:00:00.000000000,,,,,,,,,,,8667090.32815376,3.050432027327572,7.139453460352437,1.6820122581673325,1.0011720611775359
2012-03-29 00:00:00.000000000,,,,,,,,,,,8674140.32815376,3.0569334369796377,7.189790679835939,1.685046378096723,1.0071441593294996
2012-03-30 00:00:00.000000000,,,,,,,,,,,8681840.32815376,3.0717381029507864,7.305338013336609,1.6873111838127812,1.01161815768962
2012-03-31 00:00:00.000000000,,,,,,,,,,,8690340.32815376,3.0507089561426923,7.141592560129355,1.6893318244321078,1.0156214974632298
2012-04-01 00:00:00.000000000,,,,,,,,,,,8697440.32815376,3.085418368566971,7.413254423742685,1.6927812915587117,1.0224811542420136
2012-04-02 00:00:00.000000000,,,,,,,,,,,8703240.32815376,3.10797342345204,7.593597672208945,1.6959097858591095,1.0287303849696956
2012-04-03 00:00:00.000000000,,,,,,,,,,,8709890.32815376,3.219230389769363,8.52813956840002,1.6994897992699947,1.03591413809313
